Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Google_Index,count_dot,count_www,count_per,count_ques,count_hyphen,count_equal,Label
gooyatoronto.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
bcpzonasegurabeta-viabcp-com.ryrhea.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
www14.aqui-no-digital.com,0,0,1,6,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,17,0,1
cmcures.000webhostapp.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,1
gbusersareauk.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
gbusersareauk.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
t.umblr.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,4,0,5,1,3,2,1
secureatt17.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
secureatt16.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
davidhavenar2311.typeform.com,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
kukubun.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
320381dbf7cd2f31c04baa6b36e1c682.webredirect.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
dipelnet.com.br,0,0,1,4,0,0,1,0,0,0,1,1,0,0,1,0,1,3,0,0,1,0,3,1
reiscomunicacao.com.br,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1,4,1,0,0,0,0,1
dipelnet.com.br,0,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1
storm-friendly-property.glitch.me,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2,0,0,0,2,0,1
shiny-tulip-william.glitch.me,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2,0,0,0,2,0,1
t.umblr.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,4,0,5,1,3,2,1
ilovepanqueca.com.br,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
gambal.net,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
mehmedbilgin.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
mehmedbilgin.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
asczsons.000webhostapp.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,0,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
my-wallet-platinum.info,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
novolimiteltau.epizy.com,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
artexport.com.vn,0,0,1,7,0,0,1,0,0,1,1,1,0,0,1,0,1,4,1,0,0,2,0,1
sac24hrs.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
sac24hrs.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
sac24hrs.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
cosmoia.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,2,3,1
cosmoia.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,2,3,1
fbads.igtdm.com,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,0,1
rickgraynlp.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
plataformaeducativa.se.jalisco.gob.mx,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,1
limiteltaucard.ultimatefreehost.in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1
artexport.com.vn,0,0,1,7,0,0,1,0,0,1,1,1,0,0,1,0,1,3,0,0,0,2,0,1
trocarponto.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
loginsteam.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
airmaxzoomturkey.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
secure.runescape.com-en.ru,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,1,1,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
steamcoummunity.gq,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
acoustic-veil-digit.glitch.me,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,2,0,0,0,2,0,1
soditrack.dx.am,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1
myadminatt.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
bw2-especial-dia-das-maes.shop,0,0,1,2,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,13,2,1
wdestaques14.melhoresofertasano20.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,6,0,1
quitaragora.godaddysites.com,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
cosmoia.com,0,1,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,2,3,1
vitaproworld.com,0,1,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,1,3,1,1
bthomeees.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
bthomeees.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
educatedstrength.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
educatedstrength.ru,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
puntopet.com.ru,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
utffunds.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
utffunds.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
mattfitterer.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
mattfitterer.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,1,0,3,1
filedunderfaith.com,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,0,0,0,0,1
chat-whatsapp-grub.freetcp.com,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,0,0,0,2,0,1
bellpeppers.pk,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
kukubun.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
shorturl.is,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
207.241.227.38,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,4,0,0,0,0,0,1
linkedonhealth.com,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
320381dbf7cd2f31c04baa6b36e1c682.webredirect.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
cosmoia.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,2,3,1
dipelnet.com.br,0,0,1,4,0,0,1,0,0,0,1,1,0,0,1,0,1,3,0,0,1,0,3,1
dipelnet.com.br,0,0,0,3,0,0,1,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1
mehreganprint.ir,0,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,1,0,1
healthystyling.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
healthystyling.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
luv2redesign.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
1stchoicefinanceltd.com,0,1,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1,0,1,1
budgetbots.com,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,1
act2succeed.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
woodysportsbar.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
woodysportsbar.com,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
thedazzlers.in,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
anekaslot.com,0,0,0,2,0,0,1,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
cbdadhacks.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
wirereach53.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,1
wirereach53.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,0,0,0,1
fullthrottlebottles.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
fullthrottlebottles.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
brandedmikadotrousers.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1
chat-whatsapp.ns01.us,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1
chatwhatsapp-sahur2020.otzo.com,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1
fbads.igtdm.com,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,0,1
krovstvo-tesarstvo.si,0,0,0,2,0,0,0,1,0,1,0,1,1,1,1,1,1,2,0,0,0,2,0,1
nortondustrial.com,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
desikilitmarket.com,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,3,1
desikilitmarket.com,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,1,1
desikilitmarket.com,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,3,1
acadianaliquor.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
ip-132-148-145-99.ip.secureserver.net,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,4,0,0,0,4,0,1
ip-132-148-145-99.ip.secureserver.net,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,4,0,0,0,4,0,1
ip-132-148-145-99.ip.secureserver.net,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,5,0,0,1,4,1,1
ip-132-148-145-99.ip.secureserver.net,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,4,0,0,0,4,0,1
web-net-pg.joomla.com,0,0,1,5,0,0,0,1,0,0,1,1,1,1,1,1,1,3,0,0,0,2,0,1
web-net-pg.joomla.com,0,0,1,5,0,0,0,1,0,0,1,1,1,1,1,1,1,3,0,0,1,11,3,1
kukubun.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
kukubun.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
kukubun.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
kukubun.com,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
theingredients.net,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
theingredients.net,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
andrikapermana.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
andrikapermana.com,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
plataformaeducativa.se.jalisco.gob.mx,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,0,0,1
rickgraynlp.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1
agriosa.ca,0,0,0,3,0,0,0,0,0,1,0,0,1,1,1,1,1,2,0,0,0,1,0,1
resieacoea.ml,0,1,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1
storage.googleapis.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1,5,0,7,0,1,0,1
magicfax.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
coindream.top,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
aplicativosbbonline.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
pontosacumulou.redirectme.net,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,1,0,1
pontosvoegol.com,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
httpssigninbaydewsbayisapidllsigninafudejsdederatapidllphpdlpsr.aba.vg,0,0,1,3,0,1,0,0,0,0,1,1,0,0,1,0,1,2,0,0,0,0,0,1
verified-paxful.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1,6,0,0,1,4,2,1
abril-de-promo-smart-4-k.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,2,1,31,2,1
cakeurl.com,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1
tshirt-factory.eu,0,1,1,5,0,0,0,1,0,1,1,1,1,1,1,1,1,4,2,16,0,2,9,1
itau.todomundoama.com,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
limiteltaucard.unaux.com,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
gates.events,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
ocrbhd.com,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,1,0,1
tinyurl.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1
marmaladedigital.in,0,1,1,4,0,0,0,0,0,0,0,1,0,0,1,0,1,2,1,0,1,1,2,1
elonsave.life,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
elonsave.life,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
account-update.amazon.co.jp.clpu.top,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,7,1,0,0,2,0,1
jeffgallaghergolf.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
lunarmanor.com,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
docs.google.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
esapcepro-org.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
esapcepro-org.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
20toservicelucas.cloudaccess.host,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
storage.googleapis.com,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0,1,3,0,0,0,0,0,1
studenthubguide.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
verified-paxful.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2,0,1
kishblackdolphin.ir,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,0,0,0,1
invosofttech.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1
esapcepro-org.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
esapcepro-org.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1,8,0,0,1,4,2,1
loginappl.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
adelab.net,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,1,1,1,1
esapcepro-org.com,0,0,1,4,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
firebasestorage.googleapis.com,0,0,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1,5,0,0,1,5,2,1
jcbouchatmarketing.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,3,1
lgt-online.com,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
de2f.totalh.net,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1
mail.secondnaturemedia.com,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,1,0,1
taucard2.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
btc-ex.buzz,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
bestchange.ru.btc-ex.buzz,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,3,0,0,0,1,0,1
gabergamez.cloudaccess.host,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
kishblackdolphin.ir,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,1,0,3,1
kishblackdolphin.ir,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,1,0,1,1
kishblackdolphin.ir,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,1,0,3,1
kishblackdolphin.ir,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,1,0,3,1
jppost-fu.co,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
rudradivine.com,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,6,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
playarprint.com,0,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,11,1
kishblackdolphin.ir,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,1,0,3,1
itaucard.sac24horas.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
vegasvikingsecurity.com,0,0,1,9,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1
seg-dispositivo.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
dispositivo-on.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
storage.googleapis.com,0,0,1,3,0,0,1,0,1,1,1,1,0,0,1,0,1,5,0,8,0,2,0,1
pugsberacas.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
pugsberacas.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,2,1,8,1
genipaper.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
seg-dispositivo.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
manutencaoitauchecks.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
itauconfirmsecurity.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
academymediaworks.com,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
staffordpropertygroup.com.au,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
litelink.at,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
mfacebook.blogspot.rs,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
seg-dispositivo.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
kvsrogurgaon.in,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1
kvsrogurgaon.in,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1
goviraltoo.com,0,0,0,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
dispositivo-on.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
keng.ml,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
oferamericanasweb.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1
178.159.36.172,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
comprasoatco.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1
urlz.fr,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,2,0,1,1
vbfus.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
theapple-tech.com,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,2,1,0,0,1,0,1
theapple-tech.com,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,2,1,0,0,1,0,1
35.209.158.181,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,2,0,1
ponytailtowel.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,24,0,0,0,0,0,1
mylivingroom.com,0,1,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1,3,0,0,1,0,1,1
mylivingroom.com,0,1,1,3,0,0,0,0,0,1,0,1,1,1,1,1,1,3,0,0,1,0,1,1
centrototalsalud.cl,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0,1,2,0,0,0,0,0,1
pugsberacas.com,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
pugsberacas.com,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,2,1,8,1
pay-pal-deutschland.zxc301.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
pay-pal-deutschland.zxc301.com,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
genipaper.com,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
useablevarex.com,0,0,1,5,0,0,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
unlockghana.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
unlockghana.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
vipplusavlu.com,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1
vipplusavlu.com,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1
secure.bankofamerica.com-login-sign-in-signonv2screen.go.suzukihaiphong.com.vn,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,7,1,0,0,4,0,1
secure.bankofamerica.com-login-sign-in-signonv2screen.go.suzukihaiphong.com.vn,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,7,1,0,0,4,0,1
agriosa.ca,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
agriosa.ca,0,0,0,2,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
