Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Google_Index,count_dot,count_www,count_per,count_ques,count_hyphen,count_equal,Label
seekingalpha.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0
axgvbnzelle.xyz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,9,0,0
avaceklpterms.ml,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,0,0
einf-frpay-4shippingoo1info2029eff.000webhostapp.com,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0,1,2,0,0,0,6,0,1
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,16,0,0,0,0
mom2222paypale.blogspot.com,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,2,0,0,0,0,0,1
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,16,0,0,0,0
paypal.com.service-verification.id65416598.quranlanguage.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,5,0,0,0,1,0,1
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,16,0,0,0,0
ppayppal.ipq.co,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,3,0,0,0,0,1,1
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,16,0,0,0,0
sehaweghezaa.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,14,0,0,0,0
adminazizprovider.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
seesaawiki.jp,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,16,0,0,0,0
nzby1orv6o.000webhostapp.com,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,2,0,0,0,1
seesaawiki.jp,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,16,0,0,0,0
4434.sicoob.online,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
eksisozluk.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,5,1,0
boraprafrentebra18k.com,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1
eksisozluk.com,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,2,1,0,3,0
mythree.xyz,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
eksisozluk.com,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,9,1,0,1,0
hamt.jp,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1
eksisozluk.com,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,8,1,0,3,0
hamt.jp,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
eksisozluk.com,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,5,1,0,3,0
hamt.jp,0,0,1,8,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
eksisozluk.com,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,7,1,0,1,0
zoohanpro.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,3,1
eksisozluk.com,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,3,1,0,1,0
zoohanpro.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,3,1
eksisozluk.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,6,1,0
zoohanpro.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,3,1
eksisozluk.com,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,6,1,0
zoohanpro.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,3,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
zoohanpro.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,3,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,5,0,0
zoohanpro.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,3,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
zoohanpro.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
c1800258.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
c1800250.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
sfglobe.com,0,0,1,4,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,11,0,0
entraegypt.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
sfglobe.com,0,0,1,4,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,7,0,0
atendimento.comunidadosmiles.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
sfglobe.com,0,0,1,4,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,9,0,0
code19smartkey.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
fortune.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
harssecur.ga,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
grantland.com,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,8,0,0
wwwbetasegura9-viabcpi.com,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,2,0,1
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
tny.sh,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
cogimodule.com,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1
ifttt.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,10,0,0
cogimodule.com,0,0,1,7,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
ifttt.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
viabcp-peru.iesjmm.net.pe,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1,1,1,3,0,0,0,2,0,1
ifttt.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
rinder.com.ar,0,0,1,3,1,0,0,0,0,1,1,1,0,0,1,0,1,8,0,0,2,2,3,1
skyrock.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,0,1,3,4,0
2b87a39fe5ef08875af9edab331f7589.accesscam.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
slashdot.org,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,7,0,0
c1800258.ferozo.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
slashdot.org,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,5,0,0
c1800258.ferozo.com,0,0,0,4,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,0,0,1
slashdot.org,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,0,0
entraegypt.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
slashdot.org,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,8,0,0
summerland.cl,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,0,1,0,3,1
slashdot.org,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,0,0
summerland.cl,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
slashdot.org,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,8,0,0
firebasestorage.googleapis.com,0,1,1,5,0,0,1,0,1,1,1,1,0,0,1,0,1,6,0,0,1,5,2,1
slashdot.org,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,0,0
cod134241723promocional.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,2,1,28,2,1
lastpass.com,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,3,0,1,1,0,3,0
xn--sparkass-i1a.connect-1412.de,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,4,0,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
mall.ie,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
xn--sparkass-i1a.connect-1412.de,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,4,0,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
santanderpjon.ddns.net,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,1,0,1,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
secured.signin.eday.de.ws.isapi.view.item.3985503121144.hashitemtqzoxvwlexexrpz9ntfww2e2onn9s0b.reiadv.com,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,11,0,0,0,0,0,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
hessdastesge.com,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
mysurveygizmo.com,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,0,0,2,0,1
smallseotools.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,10,0,0
buscar.iphone-app.info,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2,0,0,0,1,0,1
medium.com,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,6,1,0
buscar.iphone-app.info,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,2,0,0,0,1,0,1
medium.com,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,3,1,0
edwardinvestment.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,2,0,0,1,0,2,1
medium.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,6,1,0
yahooaccountmanagementcenter.weebly.com,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
medium.com,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,3,1,0
zonaregistersegvra1bnonline20.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
medium.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,5,1,0
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
medium.com,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,5,1,0
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
medium.com,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0
soyalejo.com,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
medium.com,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,5,1,0
entraegypt.com,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,2,1,0,0,0,0,1
medium.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,9,0,0
arman-ati.net,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,2,1,0,0,1,0,1
medium.com,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,3,1,0
u708953pu8.ha004.t.justns.ru,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5,1,0,0,0,0,1
medium.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,6,1,0
u708953pu8.ha004.t.justns.ru,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,5,1,0,0,0,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,5,0,0
u692683meb.ha004.t.justns.ru,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,0,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,5,0,0
rinder.com.ar,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
osool-eg.com,0,0,0,4,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
online-suntrust-selfcare.beebreelonserv.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
mikecarlisle.com,0,0,0,3,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
makemeacard.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
myspace.com,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
makemeacard.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
spankbang.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
spankbang.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
cruzsantiagoverta.com,0,0,1,4,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
spankbang.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
containerhousemx.icu,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
spankbang.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
ahsanfeeds.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,6,0,0,0,0,0,1
spankbang.com,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0
regina.ninetendev.com,0,0,0,3,0,0,0,0,0,1,0,1,1,1,1,1,1,2,0,0,0,1,0,1
paytm.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,6,1,0
restrizioni-montepaschi.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
paytm.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,6,1,0
etywe.club,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
paytm.com,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0,1,5,0,0,1,2,1,0
sadeg.club,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1
prezi.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,7,0,0
estogeek.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1
prezi.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,0,0
estogeek.com,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1,1,7,0,0,0,0,0,1
prezi.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,0,0
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
prezi.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,7,0,0
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
prezi.com,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,7,0,0
ltau-clientes.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
sprint.com,0,0,1,5,0,0,1,0,0,1,1,0,0,0,1,0,1,2,0,0,0,2,0,0
itaucard202.xyz,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1
privatbank.ua,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,0,0,3,0,0
ltau-clientes.com,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1
privatbank.ua,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,4,0,0
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
quizlet.com,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,10,0,0
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
quizlet.com,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,2,0,6,1,1,1,0
split.to,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
serverfault.com,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,9,0,0
itau-vantagens.ml,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,0,0,1,0,1
soundcloud.com,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,9,0,0
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
stackexchange.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,0,1,0,1,0
validadispositivo.ddns.net:2020,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
stackexchange.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,0,1,0,1,0
foxlap.com,0,0,1,6,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2,3,1
stackexchange.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,0,1,0,1,0
split.to,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1
stackexchange.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,0,1,0,1,0
sistemadeatualizacaautomaticoonline.tk,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,0,0,1
stackexchange.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,0,1,0,1,0
banklineitauon.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,0,1,1
stackexchange.com,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,3,0,0,1,0,1,0
sistemadeatualizacaautomaticoonline.tk,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,0,0,1
stackexchange.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,5,0,0
educacion.rionegro.gov.ar,0,0,1,9,0,0,0,0,0,1,1,0,1,1,1,1,1,18,0,0,1,2,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
sistemadeatualizacaautomaticoonline.tk,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,0,1,3,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,9,0,0
sistemadeatualizacaautomaticoonline.tk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,5,0,0
mmagaluofertashoje.com,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
cadastro.byethost6.com,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,3,1,0
hamt.jp,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1
stackoverflow.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,9,0,0
khairamakeup.co.id,0,0,1,7,0,0,0,0,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,1
steamcommunity.com,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0
online-suntrust-selfcare.beebreelonserv.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,2,0,1
tsite.jp,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0,1,2,0,6,1,0,2,0
online-suntrust-selfcare.beebreelonserv.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
tune.pk,0,0,1,3,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,7,0,0
online-suntrust-care.beebreelonserv.com,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,1,1,3,0,0,0,2,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
online-suntrust-care.beebreelonserv.com,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,2,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
viscaengineering.com,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,0,1,1,7,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
robertoseifert.com,0,1,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,2,0,2,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
robertoseifert.com,0,1,1,2,0,0,1,0,0,1,1,1,1,1,1,1,1,2,0,2,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,7,0,0
indochina-art.ro,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,9,0,0
indochina-art.ro,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,6,0,0
standingovationsentertainment.com,0,0,1,8,0,0,1,0,0,1,1,1,1,1,1,1,1,4,1,0,0,2,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,5,0,0
hrsoftware.in.th,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1,5,0,0,0,0,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
onedrivestoragedatayu.dns-cloud.net,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1,3,0,0,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
onedrivestoragedatayu.dns-cloud.net,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1,1,3,0,0,0,1,0,1
superuser.com,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,8,0,0
osool-eg.com,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1,3,0,0,1,2,3,1
wordpress.org,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,4,0,0,1,1,1,0
osool-eg.com,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1,3,0,0,1,2,3,1
wordpress.org,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,5,0,0
osool-eg.com,0,0,1,5,0,0,0,1,0,1,1,1,0,0,1,0,1,3,0,0,1,2,3,1
wordpress.org,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,7,0,0
osool-eg.com,0,0,0,4,0,0,0,1,0,1,1,1,0,0,1,0,1,2,0,0,0,1,0,1
wordpress.org,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0,1,4,0,0,1,1,1,0
pay-pallogin.ml,0,0,0,2,0,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,1,0,1
